A1_e1874c4c3623fb7cae62903a2d96b378,Antwort,名词,Er gibt leider keine Antwort.,1.answer,不幸的是他没有给出答案。,<font color='#FF99CC'> die Antwort</font><br>Antworten
A1_9fa9f82e424d200d944cc578e3d91706,Anzeige,名词,Ich habe Ihre Anzeige in der Zeitung gelesen.,1.announcement / advertisement,我在报纸上读到了你们的广告。,<font color='#FF99CC'> die Anzeige</font><br>Anzeigen
A1_6f7e3417d54eca6cd350a624020c2892,anziehen,动词,Ich muss mich noch anziehen.,1.put on / attire<br>2.dress / attire,我还得穿衣服。,"angezogen"
A1_73786cb2bc433cfb06603ab61f15e04e,Apartment,名词,Wir haben ein Apartment gemietet.,1.apartment,我们租了一套公寓。,<font color='#FFFF33'> das Apartment</font><br>Apartments
A1_0fb08c59ce072579332e2a7e2f7fb1d4,Apfel,名词,Ä Ein Pfund Äpfel bitte.,1.苹果,请给我一磅苹果。,<font color='#3399FF'> der Apfel</font><br>Äpfel
A1_c0a29bec9e26263fe6f1f491b9debafa,Appetit,名词,Guten Appetit!,1.appetite,祝你胃口好！,<font color='#3399FF'> der Appetit</font><br>—
A1_378c69262ae43313c84454508d2d7bc3,arbeiten,动词,Wo arbeiten Sie?,1.工作<br>2.work / function,你在哪里工作？,"gearbeitet"
A1_8703ee40c0dc49669096d15d4fd4a6d4,Arbeit,名词,Mein Bruder sucht Arbeit.,1.工作<br>2.工作,我弟弟正在找工作。,<font color='#FF99CC'> die Arbeit</font><br>Arbeiten
A1_75c32acbd79de4d83a1ed0f94f43968f,arbeitslos,形容词,"Es gibt bei uns viele Leute, die schon lange arbeitslos sind.",1.jobless / on the dole / out of work / unemployed / redundant,我们有很多人长期失业。,
A1_7e928f5f0a903c83a3a5ba3a5f52866f,Arbeitsplatz,名词,An meinem Arbeitsplatz fehlt ein Drucker.,1.workplace<br>2.job,我的工作场所没有打印机。,<font color='#3399FF'> der Arbeitsplatz</font><br>Arbeitsplätze
A1_551c5c03a1a91f2cf90e0d9a9b6dd378,Arm,名词,Mein Arm tut weh.,1.arm<br>2.arm,我的手臂很痛。,<font color='#3399FF'> der Arm</font><br>Arme
A1_6f5e4a64ebe69a01b775bf7b5b66e70c,Arzt,名词,"Ä, e Morgen habe ich einen Termin bei meiner Ärztin.",1.医生,"ä, e 我明天和我的医生有个约会。",<font color='#3399FF'> der Arzt</font><br>Ärzte
A1_b1c9b44a9a0a65615f21834aee53594b,auch,副词,Ich bin auch Spanier.,1.还/亦/也/连,我也是西班牙人。,
A1_25f088fd210008a031306fdbb46bbad3,auf,介词,Die Kinder spielen auf der Straße.,1.open / onto / on,孩子们在街上玩耍。,
A1_8c5713647160f5a68374d7b6e82b8f16,Aufgabe,名词,Das ist eine schwere Aufgabe.,1.duty / job / business / task<br>2.giving up / dropping / abandonment,这是一项艰巨的任务。,<font color='#FF99CC'> die Aufgabe</font><br>Aufgaben
A1_e75d6cb74f68ec19fa4199f71ac4c0cf,aufhören,动词,Der Kurs hört in einer Woche auf.,1.stop / cease / quit<br>2.end,课程一周后结束。,"aufgehört"
A1_7450456d0af6c0482312247269193591,auf sein,动词,Du brauchst den Schlüssel nicht. Die Wohnung ist auf.,起床,你不需要钥匙。公寓已开放。,"<font color='#FF6600'>sein</font> auf gewesen"
A1_4450db4446e762a53474d1421c6e9e84,aufstehen,动词,Ich muss immer um vier Uhr aufstehen.,1.起床<br>2.stand up / rise,我总是必须在四点钟起床。,"<font color='#FF6600'>sein</font> aufgestanden"
A1_06bb45f169c89119e11ec46cce957d83,Aufzug,名词,In diesem Haus gibt es keinen Aufzug.,1.elevator / lift<br>2.act,这所房子没有电梯。,<font color='#3399FF'> der Aufzug</font><br>Aufzüge
A1_de4a8e0b525de3588384142d3ddb8f86,Auge,名词,Er hat blaue Augen.,1.眼睛<br>2.globule of fat,他有蓝色的眼睛。,<font color='#FFFF33'> das Auge</font><br>Augen
A1_fc8baa6879e639926be3916810962e13,aus,介词,Er kommt aus Brasilien.,1.out of / from / over<br>2.from / off,他来自巴西。,
A1_4090c47381c103e82f9b6b1305ed9fe9,Ausflug,名词,Morgen machen wir einen Ausflug nach Heidelberg.,1.excursion / outing,明天我们要去海德堡旅行。,<font color='#3399FF'> der Ausflug</font><br>Ausflüge
A1_00681ec6411f9824c40f1a40c7f6f1da,ausfüllen,动词,Füllen Sie bitte dieses Formular aus.,1.fill in / complete / fill out,请填写这张表格。,"ausgefüllt"
A1_2b73e416f5ef85376ae1c7f343130406,Ausgang,名词,Wo ist der Ausgang?,1.出口,出口在哪里？,<font color='#3399FF'> der Ausgang</font><br>Ausgänge
A1_fd9433314fc126e722affc1829c83cb6,Auskunft,名词,Können Sie mir eine Auskunft geben?,1.信息<br>2.information desk,你能给我一些信息吗？,<font color='#FF99CC'> die Auskunft</font><br>Auskünfte
A1_ca02149067130b0357269c9bfeb3d1dd,Ausland,名词,Fahren Sie ins Ausland?,1.海外,你要去国外吗？,<font color='#FFFF33'> das Ausland</font><br>—
A1_92a43698921632c1be3bc4c38059ef98,Ausländer,名词,SInd Sie Ausländerin?,1.外國人<br>2.foreigner / alien,你是外国人吗？,<font color='#3399FF'> der Ausländer</font><br>Ausländer
A1_7025239ec78ac106e4beb03085cb2079,ausländisch,形容词,Leider habe ich nur ausländisches Geld.,1.外国,不幸的是我只有外国钱。,
A1_2ee608cc473f411a3256c5a7dfc68cf4,ausmachen,动词,Mach bitte das Licht aus!,1.switch off / put out / turn off<br>2.agree on / stipulate / conclude / arrange,请关灯！,"ausgemacht"
A1_91778c85db733d356880153a4530e34b,Aussage,名词,Ist die Aussage richtig oder falsch?,1.stated view / statement<br>2.testimony / statement,该说法是真是假？,<font color='#FF99CC'> die Aussage</font><br>Aussagen
A1_c5a46c37a437afe49d1cc1ea93ec267f,aussehen,动词,Das sieht schön aus.,1.look like / look,看起来不错。,"ausgesehen"
A1_9b5a273bf60e483ba4ba76eb2ccdc7a7,aus sein,词组,Das Licht ist aus.,下车,灯灭了。,
A1_6a0203b812ae2a25488850ce6f901ed8,aussteigen,动词,Wo muss ich aussteigen?,1.get off / get out / disembark / alight<br>2.bail out / parachute / eject,我该在哪里下车？,"<font color='#FF6600'>sein</font> ausgestiegen"
A1_f7ece9dfcf75ce9070ff191ac75addb4,Ausweis,名词,Hier ist mein Ausweis.,1.identity card,这是我的证件。,<font color='#3399FF'> der Ausweis</font><br>AusweiseAusweisy
A1_1209aace91004722bd296821bb22e396,ausziehen,动词,"Zieh die Schuhe aus, bitte!",1.draw / pull / extract<br>2.bleach,请脱掉你的鞋子！,"<font color='#FF6600'>sein</font> ausgezogen"
A1_06b9281e396db002010bde1de57262eb,Auto,名词,Er kommt mit dem Auto.,1.汽车<br>2.toy car,他开车来。,<font color='#FFFF33'> das Auto</font><br>Autos<font color='#FFFF33'> das Auto</font><br>Autos
A1_a1082e570aada77666085196f13818f6,Autobahn,名词,Wo geht‘s hier bitte zur Autobahn?,1.高速公路,请问这里的高速公路在哪里？,<font color='#FF99CC'> die Autobahn</font><br>Autobahnen
A1_21f4ce70d08e9dfe347a216c46b8ad71,Automat,名词,Die Fahrkarten gibt es nur am Automaten.,1.automaton<br>2.vending machine,门票只能通过机器购买。,<font color='#3399FF'> der Automat</font><br>Automaten
A1_1b11c3918c618a2822bc28a3a1c1e4c8,automatisch,形容词,Du musst nichts machen. Das geht automatisch.,2.automatically / automatic,你不需要做任何事。这是自动发生的。,
A1_a7b5bdb8cce7b6d6713cc8897c5cf374,Baby,名词,Mein Kind ist noch ein Baby.,1.baby / infant,我的孩子还是个婴儿。,<font color='#FFFF33'> das Baby</font><br>Babys
A1_33308629cd77444b9b09a0d76e5decd7,Bäckerei,名词,Ich geh mal schnell zur Bäckerei.,1.面包店/面包房/糕点店,我很快就去面包店。,<font color='#FF99CC'> die Bäckerei</font><br>Bäckereien
A1_7ff3e75ce6aca348bc513ed3d5882946,Bad,名词,Wir haben kein großes Bad.,1.bath<br>2.bath,我们没有大浴室。,<font color='#FFFF33'> das Bad</font><br>Bäder
A1_4bafeb20cbf9d5c7c934c564ec1365ad,baden,动词,"Ich bade nicht so gern, ich dusche lieber.",1.bathe,我不太喜欢洗澡，我更喜欢淋浴。,"gebadet"
A1_05b2773f8b3224d0ffb933d531a74087,Bahn,名词,Wir fahren lieber mit der Bahn.,1.way / path<br>2.lane,我们更喜欢坐火车。,<font color='#FF99CC'> die Bahn</font><br>Bahnen
A1_e7296de46c78303787df1b1557dc80bf,Bahnhof,名词,Komme ich hier zum Bahnhof?,1.火车站,我可以从这里到火车站吗？,<font color='#3399FF'> der Bahnhof</font><br>Bahnhöfe
A1_c2131b21e057448066b1b2007b5d14ab,Bahnsteig,名词,Auf welchem Bahnsteig fährt der Zug?,1.platform,火车在哪个站台运行？,<font color='#3399FF'> der Bahnsteig</font><br>Bahnsteige
A1_ff9bb8d91e1db8334c4f367e0ebba101,bald,副词,Ich komme bald.,1.soon<br>2.almost,我很快就来。,
A1_09711fef957dbdb435a876e97cd2f6c5,Balkon,名词,Die Wohnung hat auch einen kleinen Balkon.,1.阳台<br>2.阳台,公寓还设有一个小阳台。,<font color='#3399FF'> der Balkon</font><br>
A1_f6ae02c12ed752bcdf92060492cf6572,Banane,名词,"Drei Bananen, bitte!",1.banana / plantain,请给我三根香蕉！,<font color='#FF99CC'> die Banane</font><br>Bananen
A1_eb45bd2725cb8ac50d0795432a918f86,Bank,名词,Die Bank schließt schon um vier Uhr.,1.银行/长椅<br>2.bed / layer / bank / dealer,银行四点钟关门。,<font color='#FF99CC'> die Bank</font><br>Bänke<font color='#FF99CC'> die Bank</font><br>Banken
A1_37b51d194a7513e45b56f6524f2d51f2,bar,形容词,Muss ich bar zahlen oder geht‘s auch mit Karte?,1.without / bare / devoid of<br>2.cash,我必须用现金支付还是也可以用卡支付？,
A1_565ae81344f98296bbf2daa80a5aaf8c,Bauch,名词,Seit gestern tut mir der Bauch weh.,1.womb / tum / belly / stomach / tummy,从昨天开始我的胃就一直疼。,<font color='#3399FF'> der Bauch</font><br>Bäuche
A1_0b4dbe904394456d0500f92a6db3b3ed,Baum,名词,"Vorsicht, fahr nicht an den Baum!",1.乔木/树<br>2.tree,小心，别撞到树了！,<font color='#3399FF'> der Baum</font><br>Bäume
A1_ce2aaecc687ef4c5472cef36da050655,Beamte,名词,Fragen Sie die Beamtin an Schalter acht!,1.official / civil servant,询问八号柜台的工作人员！,<font color='#FF99CC'> die Beamte</font><br>
A1_b173c63a146eeff23d0b11766ec61e1d,bedeuten,动词,Was bedeutet das Wort?,1.mean<br>2.mean,这个词是什么意思？,"bedeutet"
A1_ff5ca1ed5b28da8d7d8219058e8b6aba,beginnen,动词,Das Spiel beginnt um 15.30 Uhr.,1.begin / start / commence,比赛于下午 3:30 开始。,"begonnen"
A1_57fe4b97a911bd674d451164ca62f8bd,bei,介词,Offenbach liegt bei Frankfurt.,1.with / near / by<br>2.with / among,奥芬巴赫靠近法兰克福。,
A1_36fef6561176aaff9de2bb66181a8c4d,beide,不定代词,Beide Eltern arbeiten.,1.both,父母双方都工作。,
A1_b68462c1bc8b2ac65c31b17dd40261ff,Bein,名词,Mein rechtes Bein tut weh.,1.腿<br>2.腿,我的右腿很痛。,<font color='#FFFF33'> das Bein</font><br>Beine
A1_ac41f033b3c2c5e184912c009d9b7890,Beispiel,名词,Kannst du mir ein Beispiel sagen?,1.example<br>2.例子,你能告诉我一个例子吗？,<font color='#FFFF33'> das Beispiel</font><br>Beispiele
A1_d382282c46facf237c68f2a737a46c39,zum Beispiel/z. B.,-,"Viele meiner Verwandten, z. B. meine beiden",例如/例如b.,我的许多亲戚，例如B、我的两个,
A1_b2c3931ef8a62e8a9abb8fc62ff23cd6,bekannt,形容词,Picasso ist sehr bekannt.,1.known / famous,毕加索非常有名。,
A1_98a6e51a7f24723dfb41eb762457e078,der/die Bekannte,-,Ein Bekannter von mir heißt Klaus.,熟人,我的一个熟人叫克劳斯。,
A1_31e6683dbcf00dca9494e4ce9fac6fb6,bekommen,动词,Haben Sie meinen Brief bekommen?,1.receive / be given / get<br>2.receive / be given / get,你收到我的信了吗？,"bekommen"
A1_9dc33b8a509c16867fc0fae9f4b2c7e7,benutzen,动词,Die Aufzüge bitte nicht benutzen!,1.用,请不要使用电梯！,"benutzt"
A1_ffae34e065e8aae1462953f5ca814ba3,Beruf,名词,Was sind Sie von Beruf?,1.profession / occupation / line / trade / job / career / business,你的职业是什么？,<font color='#3399FF'> der Beruf</font><br>Berufe
A1_5dc874088a7d11f3a8a3390a3d3a81a2,besetzt,形容词,Die Nummer ist immer besetzt.,占领,号码总是占线。,
A1_9f2dca3041c424a753572f10f9c82c3b,besichtigen,动词,Ich möchte gern den Dom besichtigen.,1.view / visit,我想去参观大教堂。,"besichtigt"
A1_73483f5a1744d48d9e11134a3c609937,besser,形容词,Es geht mir schon besser.,1.比较好,我已经感觉好多了。,
A1_e3d9bbdf3cbfa78bf084dc41b7c3b6af,best-,-,Am besten treffen wir uns morgen.,最好的-,我们最好明天见面。,
A1_6232e6f4a871d0228fba48219ae354d7,bestellen,动词,"Wir möchten bestellen, bitte.",1.order<br>2.pass on / convey,我们想订购，请。,"bestellt"
A1_f21eefe64027b11131ad66c10fde8ef0,besuchen,动词,Darf ich dich besuchen?,1.visit,我可以拜访你吗？,"besucht"
A1_ff3b8b8812dd394aaccf82f9dfd3b54c,Bett,名词,Wir brauchen noch ein Kinderbett.,1.bed,我们还需要一张婴儿床。,<font color='#FFFF33'> das Bett</font><br>Betten
A1_a6570d4ab0983493a738d5c03b6ebad9,bezahlen,动词,Wo muss ich bezahlen?,1.付款<br>2.pay,我必须在哪里付款？,"bezahlt"
A1_4fbc0d410a8b28ab6731857d7766aa49,Bier,名词,Noch ein Bier bitte.,1.啤酒,再来一杯啤酒。,<font color='#FFFF33'> das Bier</font><br>Biere
A1_0da3b78d9546e8fe0065cd3c9ed1879a,Bild,名词,Hast du ein Bild von deinem Sohn?,1.画,你有你儿子的照片吗？,<font color='#FFFF33'> das Bild</font><br>Bilder
A1_a1146605da3849079ec90c9a11a9f22c,billig,形容词,Die Jacke kostet nur 10 Euro! Die ist aber billig!,1.fitting / cheap<br>2.inexpensive / cheap,这件夹克只要10欧元！但它很便宜！,
A1_5a24367823a598bedc8f2c9af2a0e014,Birne,名词,"Ein Kilo Birnen, bitte!",1.pear<br>2.梨/梨子,请给我一公斤梨！,<font color='#FF99CC'> die Birne</font><br>Birnen
A1_227cee183f9b009e2f81f2f8339e281b,bis,介词,Ich fahre nur bis Stuttgart.,1.till / twice / through / until / til / by,我只想去斯图加特,
A1_fd65c67862dad6951e6be9dcea9eb75b,bisschen,不定代词,"Ich spreche Englisch, Französisch und ein bisschen Deutsch.",1.trifle / bit<br>2.not one bit of / not the slightest bit,我会说英语、法语和一点德语。,
A1_c8f17d7403ac5ff2896a713a7175ed19,bitte,副词,"Eine Tasse Kaffee, bitte!",1.请<br>2.you are welcome / you're welcome,请喝杯咖啡！,
A1_3bfce8bceb31f04891c64b70958f25ca,Bitte,名词,Ich habe noch eine Bitte.,1.請求,我还有一个请求。,<font color='#FF99CC'> die Bitte</font><br>Bitten
A1_ee389d85ae8e6d5cc2b33bc5b4217e99,bitten,动词,Darf ich Sie um etwas bitten?,1.ask / beg<br>2.ask / invite / beg,我可以向你求点东西吗？,"gebeten"
A1_1d6ad39ff8ff378c5e23ef5921065891,bitter,形容词,Der Kaffee schmeckt bitter.,1.bitter<br>2.bitter,咖啡的味道很苦。,
A1_84fc7ef4bae308db2c6d502cfc27af62,bleiben,动词,Ich bleibe heute zu Hause.,1.留下/住<br>2.last,我今天待在家里。,"<font color='#FF6600'>sein</font> geblieben"
A1_41e949b630ee5fa913b0188207c8f39e,Bleistift,名词,Hast du einen Bleistift?,1.铅笔,你有铅笔吗？,<font color='#3399FF'> der Bleistift</font><br>Bleistifte
A1_44c95c201a119ca22c99df859a3fbe0b,Blick,名词,Von diesem Hotel hat man einen guten Blick auf den Rhein.,1.view / look / glance / glimpse / peek<br>2.look,这家酒店可以看到莱茵河的美景。,<font color='#3399FF'> der Blick</font><br>Blicke
A1_251860a5c4f99be280a6f48fd0c7eb99,Blume,名词,Gefallen dir die Blumen?,1.花朵/花/花儿,你喜欢花吗？,<font color='#FF99CC'> die Blume</font><br>Blumen
A1_8d67d7c25b2f0fbaaf1843572dcbc48e,Bogen,名词,Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.,1.arc<br>2.arch,请将您的答案写在答题纸上。,<font color='#3399FF'> der Bogen</font><br>
A1_ece40577fee0833e87ee83a4c168f6f7,böse,形容词,Sie ist böse auf mich.,1.恶<br>2.annoyed / angry,她对我很生气。,
A1_774326ba3924c13eafbfe741ffac61e6,brauchen,动词,Brauchst du die Zeitung noch?,1.需要<br>2.use,你还需要报纸吗？,"gebraucht"
A1_9c39f2b6f16b734fa067877eaeba40fc,breit,形容词,Wie breit ist der Schrank?,1.broad / wide<br>2.large / broad,衣柜多宽？,
A1_210a2592d5931ebaafe8d0b8380cfccf,Brief,名词,Haben Sie einen Brief für mich?,1.信,你有一封信给我吗？,<font color='#3399FF'> der Brief</font><br>Briefe
A1_e67e553c38fa6efbf60546b712f77cb8,Briefmarke,名词,Kaufst du bitte Briefmarken bei der Post.,1.邮票,请从邮局购买邮票。,<font color='#FF99CC'> die Briefmarke</font><br>Briefmarken
A1_aa92a6ee1fb4a27cf2f015a255ea6e55,bringen,动词,Bringen Sie mir bitte noch einen Kaffee!,1.带来,请再给我一杯咖啡！,"gebracht"
A1_f1ed22fa28cecf16be8d7ad642eaebc8,Brot,名词,Haben Sie auch Weißbrot?,1.面包<br>2.loaf of bread,你也有白面包吗？,<font color='#FFFF33'> das Brot</font><br>Brote
A1_f3c45d5f27e76125ff85cd771a798be2,Brötchen,名词,Möchtest du Brötchen zum Frühstück?,1.圆面包,您早餐想吃三明治吗？,<font color='#FFFF33'> das Brötchen</font><br>Brötchen
A1_78f5978148a3dae25fb85200b6f267fe,Bruder,名词,Sein Bruder arbeitet auch hier.,1.brother<br>2.monk,他的兄弟也在这里工作。,<font color='#3399FF'> der Bruder</font><br>Brüder
A1_57d0e82d092cdad515aeeabfe24d81ba,Buch,名词,Gute Bücher sind oft sehr teuer.,1.书本/书<br>2.书本/书,好书往往非常昂贵。,<font color='#FFFF33'> das Buch</font><br>Bücher
A1_b5af114b9efec57b96c2ccc104ebc31b,Buchstabe,名词,Diesen Buchstaben gibt es in meiner Sprache nicht.,1.字母,这封信在我的语言中不存在。,<font color='#3399FF'> der Buchstabe</font><br>Buchstaben
A1_98d3b9c725bfffe82cf13fd53759bdc9,buchstabieren,动词,Bitte buchstabieren Sie Ihren Namen.,1.spell,请拼出你的名字。,"buchstabiert"
A1_6e4b38bfd57741ac1597c440a1c98074,Bus,名词,Wann kommt der nächste Bus?,1.zh,下一趟公共汽车什么时候来？,<font color='#3399FF'> der Bus</font><br>BusseBuses<font color='#3399FF'> der Bus</font><br>Busse<font color='#3399FF'> der Bus</font><br>—
A1_e5961b0baa369b1c565601db04d82c3c,Butter,名词,Für mich bitte ein Brötchen mit Butter und Käse.,1.牛油/黄油/酥油,请给我一份黄油和奶酪卷。,—<font color='#FFFF33'> das Butter</font><br>Butters
A1_4655bd14eebfaf444e5b33d6851dbbd0,Café,名词,Sollen wir uns im Café treffen?,1.咖啡馆,我们应该在咖啡馆见面吗？,<font color='#FFFF33'> das Café</font><br>Cafés
A1_4170acd6af571e8d0d59fdad999cc605,CD,缩写,Bring bitte deine Lieblings-CD mit.,1.compact disc / CD,请随身携带您最喜爱的 CD。,
A1_8fd82b8864d71ed7fa12b59e6e34cd1c,Chef,名词,Wir haben eine neue Chefin.,1.boss / manager,我们有一个新老板。,<font color='#3399FF'> der Chef</font><br>Chefs
A1_5dbd452d2e92deec202d7b9ebc36ef87,circa/ca.,-,Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.,大约/大约。,从美因茨到法兰克福大约有五十公里。,
A1_181900dad960beccb34f53c4e0ff4647,Computer,名词,Wann bekommst du deinen neuen Computer?,1.计算机/电脑,你什么时候能收到你的新电脑？,<font color='#3399FF'> der Computer</font><br>Computer
A1_5ca2aa845c8cd5ace6b016841f100d82,da,副词,Da hinten ist er ja.,1.那里<br>2.leather / there / here / when,他又回来了。,
A1_3bf21f59fd817dcd723b34ad7396ca74,Dame,名词,Sehr geehrte Damen und Herren!,1.lady / checkers / draughts,女士们，先生们！,<font color='#FF99CC'> die Dame</font><br>Damen只有复数形式<br>—
A1_7122fdd3ec987fef7e707364b54c36ce,daneben,副词,Du kennst doch die Post. Daneben ist die Bank.,1.next to / that,你知道邮局。旁边就是银行。,
A1_f35f38bb29394699301817e412626097,danken,动词,Ich danke Ihnen für die Einladung.,1.thank,感谢您的邀请。,"gedankt"
A1_de2604b8a4f633a0c0d58518072ecc1f,Dank,名词,Vielen Dank!,1.gratitude<br>2.thank / thanks,谢谢你！,<font color='#3399FF'> der Dank</font><br>—
A1_eedc18ce8c3cd817f5e321201de03a9f,danke,感叹词,"Soll ich Ihnen helfen? - Nein, danke!",1.谢谢,你需要我帮你吗？ - 不，谢谢！,
A1_10e7b30d8f61e75d28a03ec651f8b112,dann,副词,"Ich muss noch schnell zur Post, dann komme ich.",1.then,我得赶紧去邮局然后我就来。,
